d37a71b3-a08a-42e4-a634-e59c832737a9,ninebot,32.052631,34.77229,1563367755
40e92530-e66d-4cac-822c-99cc068e8fca,ninebot,32.052291,34.7719704,1563344839
76070cad-1912-4a8d-9231-1255e85de7ed,ninebot,32.0522636,34.7719702,1563368490
5f4d3209-1485-4a8e-a619-2b2bdb71a1b5,ninebot,32.05325,34.771777,1563367827
019ec766-d427-47d4-acfa-1f103bd8976d,ninebot,32.052056,34.772322,1563368017
763f280f-f74e-4dce-948c-741ef6b772de,ninebot,32.051971,34.771952,1563369035
c604bc48-97e8-4bfe-a902-3bcecc3c116c,ninebot,32.05238,34.77105,1563367616
edeb20e1-2053-47db-9142-b7553568e2e3,ninebot,32.054923,34.769572,1563368133
1e825a63-9512-475c-be99-ef616c8e1a13,ninebot,32.051714,34.769009,1563367520
85f8f619-681a-485b-831d-1f94720164e0,ninebot,32.0563529875098,34.7741205976811,1563365038
a21e5075-34c0-4bf0-91e1-f1f09ebbba4c,ninebot,32.057017,34.771883,1563367375
1c4b44a6-b309-4cc4-899e-3a1264a50a92,ninebot,32.055039,34.768522,1563368778
684dc499-9187-4be1-a4ee-7ea5191e7521,ninebot,32.0572753,34.7702241,1563358324
047490d9-a043-4a10-9463-fd00bcc7812e,ninebot,32.053515,34.76695,1563363960
ed2619ce-dbb5-49d2-bb8f-bea9cf2f933f,ninebot,32.057101,34.76882,1563367529
7c121c74-1a3f-44ed-bf55-5ecfe3e706b6,ninebot,32.057281,34.768989,1563368915
968e6546-63c6-46d7-bb14-08345b637672,ninebot,32.058317,34.772515,1563367359
bc3404fa-3ed7-4012-8656-d1d41c0b26d4,ninebot,32.055638,34.767022,1563368894
3b577139-1075-478b-a2e0-d9633a435380,ninebot,32.056793,34.767782,1563367510
cbf2fd34-4c26-4467-8d76-df74e88f7df2,ninebot,32.05055,34.766648,1563367793
1a3d9c9f-af34-436a-aaf4-2b988ea59dab,ninebot,32.054339,34.778282,1563363694
2a6a3e27-c20d-4008-861e-31ab1518fc89,ninebot,32.057284,34.76777,1563369065
0d83801a-4ea6-4d09-af80-c54a6894656b,ninebot,32.055493,34.766398,1563368862
cd1f690c-9497-4e57-86ef-5c3127a95208,ninebot,32.054429,34.778439,1563367476
05632877-1686-4f38-97f1-151f1d37567e,ninebot,32.054712,34.778437,1563367437
8a2e2044-03b4-4d15-bc69-370e289b61bb,ninebot,32.05756,34.767699,1563368309
b8688e00-69b2-4e47-84c2-201639686b77,ninebot,32.0577,34.767453,1563368915
ae3fb50c-57e1-47dc-a289-8165886b5c71,ninebot,32.057811,34.767293,1563368887
269ea9b2-2f87-4516-bf51-12e209059f4a,ninebot,32.055708,34.765526,1563367443
3560e0b3-fabc-4f3e-9c06-8db5ed232942,ninebot,32.055708,34.765436,1563368478
a51f73b3-31ff-44e2-a28e-7805211ae872,ninebot,32.05575,34.76545,1563368465
9cd387d8-abb9-443c-bffa-53b41d2436db,ninebot,32.060153,34.771313,1563368523
507a4372-af65-44d0-97b3-3fa26582db6a,ninebot,32.059331,34.776175,1563369077
5b996ce3-5434-48d8-808d-060dcfbe0b30,ninebot,32.056987,34.765781,1563367283
2ddf6d5d-a7ad-409e-a1d3-e760ea782b21,ninebot,32.059104,34.767775,1563367875
5d075fa5-41cc-4051-b32f-c7409d29a9d5,ninebot,32.060466,34.773982,1563368915
e92dc50e-abd9-49af-acbc-5f0a140fba53,ninebot,32.060607,34.774161,1563367651
f5469ca5-587d-4f55-9c36-086cdff26f34,ninebot,32.060844,34.771295,1563368890
d0a4af70-0b9e-4195-a13c-d1e367c0b474,ninebot,32.0593759586283,34.7674487216003,1563361306
6add3cc5-0e34-44a6-b1cd-10235b4fb8a6,ninebot,32.061261,34.772125,1563369016
ef2f400c-4305-4661-9927-807f6b8c2b3f,ninebot,32.061127,34.773715,1563368470
5d5be5f9-6058-4dc5-baf5-45f45ce20cf1,ninebot,32.059569,34.767082,1563368728
b5afaf5d-373a-44b4-a8b9-79a743ecbe7e,ninebot,32.060277,34.76781,1563367324
99c7aba1-5785-4918-b932-0f3dd5f054c4,ninebot,32.055158,34.780646,1563368527
227ff0e4-0271-467f-b269-e666629df07d,ninebot,32.061618,34.77094,1563367643
0186ce0f-11d2-45a2-8020-f5f10256f79f,ninebot,32.05492,34.780854,1563368882
7a56f2cb-9984-411d-9406-4acdb90204a7,ninebot,32.06097,34.775825,1563367865
fc374d8e-6e81-442d-852e-36ed7220d16c,ninebot,32.06119,34.775475,1563367722
9f87ee60-7945-414a-bdfd-71d8d37a498e,ninebot,32.061249,34.775462,1563368249
f6c4cb21-a66d-49ab-9ee7-eb27b4db45ab,ninebot,32.094235,34.783597,1563368178
